DieId,Pass,HBIN,SBIN,DieLocation
d400,1,HBIN_1,SBIN_PASS,"-91.90,103.15"
d401,0,HBIN_3,SBIN_TIMING_ERR,"-91.90,107.45"
d402,0,HBIN_2,SBIN_OPEN_PAD,"-86.90,-111.85"
d403,0,HBIN_3,SBIN_PWR_ERR,"-86.90,-107.55"
d404,1,HBIN_1,SBIN_PASS,"-86.90,-103.25"
d405,0,HBIN_2,SBIN_OPEN_PAD,"-86.90,-98.95"
d406,0,HBIN_3,SBIN_TIMING_ERR,"-86.90,-94.65"
d407,1,HBIN_1,SBIN_PASS,"-86.90,-90.35"
d408,1,HBIN_1,SBIN_PASS,"-86.90,-86.05"
d409,0,HBIN_3,SBIN_PWR_ERR,"-86.90,-81.75"
d410,1,HBIN_1,SBIN_PASS,"-86.90,-77.45"
d411,1,HBIN_1,SBIN_PASS,"-86.90,-73.15"
d412,0,HBIN_4,SBIN_GAIN_LOW,"-86.90,-68.85"
d413,1,HBIN_1,SBIN_PASS,"-86.90,-64.55"
d414,1,HBIN_1,SBIN_PASS,"-86.90,-60.25"
d415,0,HBIN_2,SBIN_PROBE_WEAR,"-86.90,-55.95"
d416,1,HBIN_1,SBIN_PASS,"-86.90,-51.65"
d417,1,HBIN_1,SBIN_PASS,"-86.90,-47.35"
d418,1,HBIN_1,SBIN_PASS,"-86.90,-43.05"
d419,1,HBIN_1,SBIN_PASS,"-86.90,-38.75"
d420,1,HBIN_1,SBIN_PASS,"-86.90,-34.45"
d421,1,HBIN_1,SBIN_PASS,"-86.90,-30.15"
d422,1,HBIN_1,SBIN_PASS,"-86.90,-25.85"
d423,1,HBIN_1,SBIN_PASS,"-86.90,-21.55"
d424,1,HBIN_1,SBIN_PASS,"-86.90,-17.25"
d425,1,HBIN_1,SBIN_PASS,"-86.90,-12.95"
d426,1,HBIN_1,SBIN_PASS,"-86.90,-8.65"
d427,1,HBIN_1,SBIN_PASS,"-86.90,-4.35"
d428,1,HBIN_1,SBIN_PASS,"-86.90,-0.05"
d429,0,HBIN_3,SBIN_TIMING_ERR,"-86.90,4.25"
d430,1,HBIN_1,SBIN_PASS,"-86.90,8.55"
d431,0,HBIN_3,SBIN_PWR_ERR,"-86.90,12.85"
d432,1,HBIN_1,SBIN_PASS,"-86.90,17.15"
d433,1,HBIN_1,SBIN_PASS,"-86.90,21.45"
d434,1,HBIN_1,SBIN_PASS,"-86.90,25.75"
d435,1,HBIN_1,SBIN_PASS,"-86.90,30.05"
d436,1,HBIN_1,SBIN_PASS,"-86.90,34.35"
d437,1,HBIN_1,SBIN_PASS,"-86.90,38.65"
d438,1,HBIN_1,SBIN_PASS,"-86.90,42.95"
d439,1,HBIN_1,SBIN_PASS,"-86.90,47.25"
d440,1,HBIN_1,SBIN_PASS,"-86.90,51.55"
d441,1,HBIN_1,SBIN_PASS,"-86.90,55.85"
d442,0,HBIN_3,SBIN_LOGIC_ERR,"-86.90,60.15"
d443,0,HBIN_3,SBIN_TIMING_ERR,"-86.90,64.45"
d444,1,HBIN_1,SBIN_PASS,"-86.90,68.75"
d445,1,HBIN_1,SBIN_PASS,"-86.90,73.05"
d446,0,HBIN_4,SBIN_VTH_DRIFT,"-86.90,77.35"
d447,1,HBIN_1,SBIN_PASS,"-86.90,81.65"
d448,1,HBIN_1,SBIN_PASS,"-86.90,85.95"
d449,1,HBIN_1,SBIN_PASS,"-86.90,90.25"
d450,1,HBIN_1,SBIN_PASS,"-86.90,94.55"
d451,1,HBIN_1,SBIN_PASS,"-86.90,98.85"
d452,0,HBIN_3,SBIN_PWR_ERR,"-86.90,103.15"
d453,1,HBIN_1,SBIN_PASS,"-86.90,107.45"
d454,0,HBIN_2,SBIN_PROBE_WEAR,"-86.90,111.75"
d455,0,HBIN_2,SBIN_CONT_GND,"-81.90,-116.15"
d456,1,HBIN_1,SBIN_PASS,"-81.90,-111.85"
d457,0,HBIN_3,SBIN_TIMING_ERR,"-81.90,-107.55"
d458,0,HBIN_2,SBIN_PROBE_WEAR,"-81.90,-103.25"
d459,0,HBIN_4,SBIN_GAIN_LOW,"-81.90,-98.95"
d460,0,HBIN_4,SBIN_GAIN_LOW,"-81.90,-94.65"
d461,0,HBIN_3,SBIN_LOGIC_ERR,"-81.90,-90.35"
d462,1,HBIN_1,SBIN_PASS,"-81.90,-86.05"
d463,0,HBIN_2,SBIN_CONT_GND,"-81.90,-81.75"
d464,1,HBIN_1,SBIN_PASS,"-81.90,-77.45"
d465,0,HBIN_3,SBIN_PWR_ERR,"-81.90,-73.15"
d466,0,HBIN_2,SBIN_OPEN_PAD,"-81.90,-68.85"
d467,1,HBIN_1,SBIN_PASS,"-81.90,-64.55"
d468,1,HBIN_1,SBIN_PASS,"-81.90,-60.25"
d469,1,HBIN_1,SBIN_PASS,"-81.90,-55.95"
d470,0,HBIN_3,SBIN_LOGIC_ERR,"-81.90,-51.65"
d471,1,HBIN_1,SBIN_PASS,"-81.90,-47.35"
d472,1,HBIN_1,SBIN_PASS,"-81.90,-43.05"
d473,1,HBIN_1,SBIN_PASS,"-81.90,-38.75"
d474,1,HBIN_1,SBIN_PASS,"-81.90,-34.45"
d475,1,HBIN_1,SBIN_PASS,"-81.90,-30.15"
d476,1,HBIN_1,SBIN_PASS,"-81.90,-25.85"
d477,0,HBIN_4,SBIN_IDDQ_HIGH,"-81.90,-21.55"
d478,1,HBIN_1,SBIN_PASS,"-81.90,-17.25"
d479,1,HBIN_1,SBIN_PASS,"-81.90,-12.95"
d480,1,HBIN_1,SBIN_PASS,"-81.90,-8.65"
d481,1,HBIN_1,SBIN_PASS,"-81.90,-4.35"
d482,1,HBIN_1,SBIN_PASS,"-81.90,-0.05"
d483,0,HBIN_3,SBIN_PWR_ERR,"-81.90,4.25"
d484,1,HBIN_1,SBIN_PASS,"-81.90,8.55"
d485,1,HBIN_1,SBIN_PASS,"-81.90,12.85"
d486,1,HBIN_1,SBIN_PASS,"-81.90,17.15"
d487,0,HBIN_2,SBIN_OPEN_PAD,"-81.90,21.45"
d488,0,HBIN_2,SBIN_OPEN_PAD,"-81.90,25.75"
d489,1,HBIN_1,SBIN_PASS,"-81.90,30.05"
d490,1,HBIN_1,SBIN_PASS,"-81.90,34.35"
d491,0,HBIN_4,SBIN_GAIN_LOW,"-81.90,38.65"
d492,1,HBIN_1,SBIN_PASS,"-81.90,42.95"
d493,0,HBIN_2,SBIN_CONT_GND,"-81.90,47.25"
d494,1,HBIN_1,SBIN_PASS,"-81.90,51.55"
d495,0,HBIN_2,SBIN_CONT_GND,"-81.90,55.85"
d496,1,HBIN_1,SBIN_PASS,"-81.90,60.15"
d497,1,HBIN_1,SBIN_PASS,"-81.90,64.45"
d498,1,HBIN_1,SBIN_PASS,"-81.90,68.75"
d499,1,HBIN_1,SBIN_PASS,"-81.90,73.05"
d500,0,HBIN_2,SBIN_CONT_GND,"-81.90,77.35"
d501,1,HBIN_1,SBIN_PASS,"-81.90,81.65"
d502,0,HBIN_3,SBIN_PWR_ERR,"-81.90,85.95"
d503,1,HBIN_1,SBIN_PASS,"-81.90,90.25"
d504,1,HBIN_1,SBIN_PASS,"-81.90,94.55"
d505,0,HBIN_2,SBIN_OPEN_PAD,"-81.90,98.85"
d506,0,HBIN_3,SBIN_PWR_ERR,"-81.90,103.15"
d507,1,HBIN_1,SBIN_PASS,"-81.90,107.45"
d508,0,HBIN_4,SBIN_IDDQ_HIGH,"-81.90,111.75"
d509,0,HBIN_2,SBIN_CONT_GND,"-81.90,116.05"
d510,0,HBIN_3,SBIN_PWR_ERR,"-76.90,-120.45"
d511,1,HBIN_1,SBIN_PASS,"-76.90,-116.15"
d512,1,HBIN_1,SBIN_PASS,"-76.90,-111.85"
d513,0,HBIN_3,SBIN_PWR_ERR,"-76.90,-107.55"
d514,1,HBIN_1,SBIN_PASS,"-76.90,-103.25"
d515,0,HBIN_4,SBIN_VTH_DRIFT,"-76.90,-98.95"
d516,1,HBIN_1,SBIN_PASS,"-76.90,-94.65"
d517,1,HBIN_1,SBIN_PASS,"-76.90,-90.35"
d518,1,HBIN_1,SBIN_PASS,"-76.90,-86.05"
d519,1,HBIN_1,SBIN_PASS,"-76.90,-81.75"
d520,0,HBIN_2,SBIN_OPEN_PAD,"-76.90,-77.45"
d521,1,HBIN_1,SBIN_PASS,"-76.90,-73.15"
d522,1,HBIN_1,SBIN_PASS,"-76.90,-68.85"
d523,1,HBIN_1,SBIN_PASS,"-76.90,-64.55"
d524,1,HBIN_1,SBIN_PASS,"-76.90,-60.25"
d525,1,HBIN_1,SBIN_PASS,"-76.90,-55.95"
d526,1,HBIN_1,SBIN_PASS,"-76.90,-51.65"
d527,1,HBIN_1,SBIN_PASS,"-76.90,-47.35"
d528,1,HBIN_1,SBIN_PASS,"-76.90,-43.05"
d529,1,HBIN_1,SBIN_PASS,"-76.90,-38.75"
d530,1,HBIN_1,SBIN_PASS,"-76.90,-34.45"
d531,1,HBIN_1,SBIN_PASS,"-76.90,-30.15"
d532,1,HBIN_1,SBIN_PASS,"-76.90,-25.85"
d533,1,HBIN_1,SBIN_PASS,"-76.90,-21.55"
d534,1,HBIN_1,SBIN_PASS,"-76.90,-17.25"
d535,1,HBIN_1,SBIN_PASS,"-76.90,-12.95"
d536,1,HBIN_1,SBIN_PASS,"-76.90,-8.65"
d537,1,HBIN_1,SBIN_PASS,"-76.90,-4.35"
d538,1,HBIN_1,SBIN_PASS,"-76.90,-0.05"
d539,1,HBIN_1,SBIN_PASS,"-76.90,4.25"
d540,1,HBIN_1,SBIN_PASS,"-76.90,8.55"
d541,1,HBIN_1,SBIN_PASS,"-76.90,12.85"
d542,1,HBIN_1,SBIN_PASS,"-76.90,17.15"
d543,1,HBIN_1,SBIN_PASS,"-76.90,21.45"
d544,1,HBIN_1,SBIN_PASS,"-76.90,25.75"
d545,0,HBIN_2,SBIN_CONT_GND,"-76.90,30.05"
d546,0,HBIN_2,SBIN_CONT_GND,"-76.90,34.35"
d547,1,HBIN_1,SBIN_PASS,"-76.90,38.65"
d548,1,HBIN_1,SBIN_PASS,"-76.90,42.95"
d549,1,HBIN_1,SBIN_PASS,"-76.90,47.25"
d550,1,HBIN_1,SBIN_PASS,"-76.90,51.55"
d551,1,HBIN_1,SBIN_PASS,"-76.90,55.85"
d552,1,HBIN_1,SBIN_PASS,"-76.90,60.15"
d553,0,HBIN_2,SBIN_OPEN_PAD,"-76.90,64.45"
d554,1,HBIN_1,SBIN_PASS,"-76.90,68.75"
d555,1,HBIN_1,SBIN_PASS,"-76.90,73.05"
d556,0,HBIN_4,SBIN_IDDQ_HIGH,"-76.90,77.35"
d557,0,HBIN_3,SBIN_TIMING_ERR,"-76.90,81.65"
d558,0,HBIN_3,SBIN_PWR_ERR,"-76.90,85.95"
d559,0,HBIN_3,SBIN_LOGIC_ERR,"-76.90,90.25"
d560,0,HBIN_2,SBIN_OPEN_PAD,"-76.90,94.55"
d561,0,HBIN_2,SBIN_PROBE_WEAR,"-76.90,98.85"
d562,0,HBIN_2,SBIN_OPEN_PAD,"-76.90,103.15"
d563,0,HBIN_3,SBIN_TIMING_ERR,"-76.90,107.45"
d564,1,HBIN_1,SBIN_PASS,"-76.90,111.75"
d565,0,HBIN_2,SBIN_PROBE_WEAR,"-76.90,116.05"
d566,1,HBIN_1,SBIN_PASS,"-76.90,120.35"
d567,0,HBIN_3,SBIN_LOGIC_ERR,"-71.90,-124.75"
d568,0,HBIN_2,SBIN_CONT_GND,"-71.90,-120.45"
d569,1,HBIN_1,SBIN_PASS,"-71.90,-116.15"
d570,0,HBIN_2,SBIN_PROBE_WEAR,"-71.90,-111.85"
d571,0,HBIN_2,SBIN_PROBE_WEAR,"-71.90,-107.55"
d572,1,HBIN_1,SBIN_PASS,"-71.90,-103.25"
d573,0,HBIN_2,SBIN_PROBE_WEAR,"-71.90,-98.95"
d574,0,HBIN_2,SBIN_PROBE_WEAR,"-71.90,-94.65"
d575,0,HBIN_2,SBIN_PROBE_WEAR,"-71.90,-90.35"
d576,0,HBIN_2,SBIN_PROBE_WEAR,"-71.90,-86.05"
d577,1,HBIN_1,SBIN_PASS,"-71.90,-81.75"
d578,1,HBIN_1,SBIN_PASS,"-71.90,-77.45"
d579,1,HBIN_1,SBIN_PASS,"-71.90,-73.15"
d580,1,HBIN_1,SBIN_PASS,"-71.90,-68.85"
d581,1,HBIN_1,SBIN_PASS,"-71.90,-64.55"
d582,1,HBIN_1,SBIN_PASS,"-71.90,-60.25"
d583,1,HBIN_1,SBIN_PASS,"-71.90,-55.95"
d584,1,HBIN_1,SBIN_PASS,"-71.90,-51.65"
d585,1,HBIN_1,SBIN_PASS,"-71.90,-47.35"
d586,1,HBIN_1,SBIN_PASS,"-71.90,-43.05"
d587,1,HBIN_1,SBIN_PASS,"-71.90,-38.75"
d588,1,HBIN_1,SBIN_PASS,"-71.90,-34.45"
d589,1,HBIN_1,SBIN_PASS,"-71.90,-30.15"
d590,1,HBIN_1,SBIN_PASS,"-71.90,-25.85"
d591,1,HBIN_1,SBIN_PASS,"-71.90,-21.55"
d592,1,HBIN_1,SBIN_PASS,"-71.90,-17.25"
d593,0,HBIN_4,SBIN_IDDQ_HIGH,"-71.90,-12.95"
d594,1,HBIN_1,SBIN_PASS,"-71.90,-8.65"
d595,1,HBIN_1,SBIN_PASS,"-71.90,-4.35"
d596,1,HBIN_1,SBIN_PASS,"-71.90,-0.05"
d597,1,HBIN_1,SBIN_PASS,"-71.90,4.25"
d598,1,HBIN_1,SBIN_PASS,"-71.90,8.55"
d599,1,HBIN_1,SBIN_PASS,"-71.90,12.85"
d600,1,HBIN_1,SBIN_PASS,"-71.90,17.15"
d601,1,HBIN_1,SBIN_PASS,"-71.90,21.45"
d602,1,HBIN_1,SBIN_PASS,"-71.90,25.75"
d603,1,HBIN_1,SBIN_PASS,"-71.90,30.05"
d604,1,HBIN_1,SBIN_PASS,"-71.90,34.35"
d605,1,HBIN_1,SBIN_PASS,"-71.90,38.65"
d606,0,HBIN_3,SBIN_TIMING_ERR,"-71.90,42.95"
d607,1,HBIN_1,SBIN_PASS,"-71.90,47.25"
d608,1,HBIN_1,SBIN_PASS,"-71.90,51.55"
d609,1,HBIN_1,SBIN_PASS,"-71.90,55.85"
d610,1,HBIN_1,SBIN_PASS,"-71.90,60.15"
d611,0,HBIN_3,SBIN_LOGIC_ERR,"-71.90,64.45"
d612,1,HBIN_1,SBIN_PASS,"-71.90,68.75"
d613,0,HBIN_3,SBIN_TIMING_ERR,"-71.90,73.05"
d614,1,HBIN_1,SBIN_PASS,"-71.90,77.35"
d615,1,HBIN_1,SBIN_PASS,"-71.90,81.65"
d616,1,HBIN_1,SBIN_PASS,"-71.90,85.95"
d617,1,HBIN_1,SBIN_PASS,"-71.90,90.25"
d618,1,HBIN_1,SBIN_PASS,"-71.90,94.55"
d619,1,HBIN_1,SBIN_PASS,"-71.90,98.85"
d620,1,HBIN_1,SBIN_PASS,"-71.90,103.15"
d621,0,HBIN_2,SBIN_OPEN_PAD,"-71.90,107.45"
d622,0,HBIN_2,SBIN_PROBE_WEAR,"-71.90,111.75"
d623,0,HBIN_2,SBIN_PROBE_WEAR,"-71.90,116.05"
d624,0,HBIN_2,SBIN_PROBE_WEAR,"-71.90,120.35"
d625,0,HBIN_3,SBIN_TIMING_ERR,"-71.90,124.65"
d626,0,HBIN_3,SBIN_PWR_ERR,"-66.90,-124.75"
d627,1,HBIN_1,SBIN_PASS,"-66.90,-120.45"
d628,0,HBIN_3,SBIN_TIMING_ERR,"-66.90,-116.15"
d629,0,HBIN_2,SBIN_PROBE_WEAR,"-66.90,-111.85"
d630,1,HBIN_1,SBIN_PASS,"-66.90,-107.55"
d631,1,HBIN_1,SBIN_PASS,"-66.90,-103.25"
d632,1,HBIN_1,SBIN_PASS,"-66.90,-98.95"
d633,0,HBIN_4,SBIN_GAIN_LOW,"-66.90,-94.65"
d634,0,HBIN_3,SBIN_PWR_ERR,"-66.90,-90.35"
d635,1,HBIN_1,SBIN_PASS,"-66.90,-86.05"
d636,1,HBIN_1,SBIN_PASS,"-66.90,-81.75"
d637,0,HBIN_2,SBIN_OPEN_PAD,"-66.90,-77.45"
d638,0,HBIN_3,SBIN_PWR_ERR,"-66.90,-73.15"
d639,1,HBIN_1,SBIN_PASS,"-66.90,-68.85"
d640,1,HBIN_1,SBIN_PASS,"-66.90,-64.55"
d641,0,HBIN_4,SBIN_IDDQ_HIGH,"-66.90,-60.25"
d642,1,HBIN_1,SBIN_PASS,"-66.90,-55.95"
d643,1,HBIN_1,SBIN_PASS,"-66.90,-51.65"
d644,0,HBIN_3,SBIN_TIMING_ERR,"-66.90,-47.35"
d645,1,HBIN_1,SBIN_PASS,"-66.90,-43.05"
d646,0,HBIN_4,SBIN_VTH_DRIFT,"-66.90,-38.75"
d647,1,HBIN_1,SBIN_PASS,"-66.90,-34.45"
d648,1,HBIN_1,SBIN_PASS,"-66.90,-30.15"
d649,1,HBIN_1,SBIN_PASS,"-66.90,-25.85"
d650,1,HBIN_1,SBIN_PASS,"-66.90,-21.55"
d651,0,HBIN_3,SBIN_LOGIC_ERR,"-66.90,-17.25"
d652,1,HBIN_1,SBIN_PASS,"-66.90,-12.95"
d653,1,HBIN_1,SBIN_PASS,"-66.90,-8.65"
d654,1,HBIN_1,SBIN_PASS,"-66.90,-4.35"
d655,1,HBIN_1,SBIN_PASS,"-66.90,-0.05"
d656,1,HBIN_1,SBIN_PASS,"-66.90,4.25"
d657,1,HBIN_1,SBIN_PASS,"-66.90,8.55"
d658,0,HBIN_2,SBIN_PROBE_WEAR,"-66.90,12.85"
d659,1,HBIN_1,SBIN_PASS,"-66.90,17.15"
d660,1,HBIN_1,SBIN_PASS,"-66.90,21.45"
d661,1,HBIN_1,SBIN_PASS,"-66.90,25.75"
d662,0,HBIN_2,SBIN_PROBE_WEAR,"-66.90,30.05"
d663,1,HBIN_1,SBIN_PASS,"-66.90,34.35"
d664,1,HBIN_1,SBIN_PASS,"-66.90,38.65"
d665,1,HBIN_1,SBIN_PASS,"-66.90,42.95"
d666,0,HBIN_2,SBIN_OPEN_PAD,"-66.90,47.25"
d667,1,HBIN_1,SBIN_PASS,"-66.90,51.55"
d668,0,HBIN_2,SBIN_CONT_GND,"-66.90,55.85"
d669,0,HBIN_2,SBIN_OPEN_PAD,"-66.90,60.15"
d670,0,HBIN_3,SBIN_TIMING_ERR,"-66.90,64.45"
d671,1,HBIN_1,SBIN_PASS,"-66.90,68.75"
d672,1,HBIN_1,SBIN_PASS,"-66.90,73.05"
d673,1,HBIN_1,SBIN_PASS,"-66.90,77.35"
d674,1,HBIN_1,SBIN_PASS,"-66.90,81.65"
d675,1,HBIN_1,SBIN_PASS,"-66.90,85.95"
d676,1,HBIN_1,SBIN_PASS,"-66.90,90.25"
d677,1,HBIN_1,SBIN_PASS,"-66.90,94.55"
d678,0,HBIN_2,SBIN_OPEN_PAD,"-66.90,98.85"
d679,1,HBIN_1,SBIN_PASS,"-66.90,103.15"
d680,1,HBIN_1,SBIN_PASS,"-66.90,107.45"
d681,1,HBIN_1,SBIN_PASS,"-66.90,111.75"
d682,1,HBIN_1,SBIN_PASS,"-66.90,116.05"
d683,0,HBIN_4,SBIN_IDDQ_HIGH,"-66.90,120.35"
d684,0,HBIN_2,SBIN_OPEN_PAD,"-66.90,124.65"
d685,1,HBIN_1,SBIN_PASS,"-61.90,-129.05"
d686,1,HBIN_1,SBIN_PASS,"-61.90,-124.75"
d687,0,HBIN_4,SBIN_GAIN_LOW,"-61.90,-120.45"
d688,0,HBIN_3,SBIN_TIMING_ERR,"-61.90,-116.15"
d689,1,HBIN_1,SBIN_PASS,"-61.90,-111.85"
d690,1,HBIN_1,SBIN_PASS,"-61.90,-107.55"
d691,0,HBIN_2,SBIN_PROBE_WEAR,"-61.90,-103.25"
d692,1,HBIN_1,SBIN_PASS,"-61.90,-98.95"
d693,1,HBIN_1,SBIN_PASS,"-61.90,-94.65"
d694,1,HBIN_1,SBIN_PASS,"-61.90,-90.35"
d695,0,HBIN_2,SBIN_OPEN_PAD,"-61.90,-86.05"
d696,1,HBIN_1,SBIN_PASS,"-61.90,-81.75"
d697,1,HBIN_1,SBIN_PASS,"-61.90,-77.45"
d698,0,HBIN_2,SBIN_PROBE_WEAR,"-61.90,-73.15"
d699,1,HBIN_1,SBIN_PASS,"-61.90,-68.85"
d700,1,HBIN_1,SBIN_PASS,"-61.90,-64.55"
d701,1,HBIN_1,SBIN_PASS,"-61.90,-60.25"
d702,1,HBIN_1,SBIN_PASS,"-61.90,-55.95"
d703,1,HBIN_1,SBIN_PASS,"-61.90,-51.65"
d704,1,HBIN_1,SBIN_PASS,"-61.90,-47.35"
d705,1,HBIN_1,SBIN_PASS,"-61.90,-43.05"
d706,1,HBIN_1,SBIN_PASS,"-61.90,-38.75"
d707,1,HBIN_1,SBIN_PASS,"-61.90,-34.45"
d708,1,HBIN_1,SBIN_PASS,"-61.90,-30.15"
d709,1,HBIN_1,SBIN_PASS,"-61.90,-25.85"
d710,0,HBIN_4,SBIN_VTH_DRIFT,"-61.90,-21.55"
d711,1,HBIN_1,SBIN_PASS,"-61.90,-17.25"
d712,1,HBIN_1,SBIN_PASS,"-61.90,-12.95"
d713,1,HBIN_1,SBIN_PASS,"-61.90,-8.65"
d714,0,HBIN_2,SBIN_OPEN_PAD,"-61.90,-4.35"
d715,1,HBIN_1,SBIN_PASS,"-61.90,-0.05"
d716,1,HBIN_1,SBIN_PASS,"-61.90,4.25"
d717,1,HBIN_1,SBIN_PASS,"-61.90,8.55"
d718,1,HBIN_1,SBIN_PASS,"-61.90,12.85"
d719,0,HBIN_2,SBIN_CONT_GND,"-61.90,17.15"
d720,1,HBIN_1,SBIN_PASS,"-61.90,21.45"
d721,1,HBIN_1,SBIN_PASS,"-61.90,25.75"
d722,1,HBIN_1,SBIN_PASS,"-61.90,30.05"
d723,1,HBIN_1,SBIN_PASS,"-61.90,34.35"
d724,1,HBIN_1,SBIN_PASS,"-61.90,38.65"
d725,1,HBIN_1,SBIN_PASS,"-61.90,42.95"
d726,1,HBIN_1,SBIN_PASS,"-61.90,47.25"
d727,1,HBIN_1,SBIN_PASS,"-61.90,51.55"
d728,1,HBIN_1,SBIN_PASS,"-61.90,55.85"
d729,1,HBIN_1,SBIN_PASS,"-61.90,60.15"
d730,1,HBIN_1,SBIN_PASS,"-61.90,64.45"
d731,1,HBIN_1,SBIN_PASS,"-61.90,68.75"
d732,1,HBIN_1,SBIN_PASS,"-61.90,73.05"
d733,1,HBIN_1,SBIN_PASS,"-61.90,77.35"
d734,1,HBIN_1,SBIN_PASS,"-61.90,81.65"
d735,1,HBIN_1,SBIN_PASS,"-61.90,85.95"
d736,1,HBIN_1,SBIN_PASS,"-61.90,90.25"
d737,0,HBIN_2,SBIN_PROBE_WEAR,"-61.90,94.55"
d738,0,HBIN_2,SBIN_CONT_GND,"-61.90,98.85"
d739,1,HBIN_1,SBIN_PASS,"-61.90,103.15"
d740,1,HBIN_1,SBIN_PASS,"-61.90,107.45"
d741,0,HBIN_3,SBIN_LOGIC_ERR,"-61.90,111.75"
d742,1,HBIN_1,SBIN_PASS,"-61.90,116.05"
d743,0,HBIN_4,SBIN_GAIN_LOW,"-61.90,120.35"
d744,0,HBIN_3,SBIN_TIMING_ERR,"-61.90,124.65"
d745,0,HBIN_3,SBIN_TIMING_ERR,"-61.90,128.95"
d746,1,HBIN_1,SBIN_PASS,"-56.90,-129.05"
d747,1,HBIN_1,SBIN_PASS,"-56.90,-124.75"
d748,1,HBIN_1,SBIN_PASS,"-56.90,-120.45"
d749,1,HBIN_1,SBIN_PASS,"-56.90,-116.15"
d750,1,HBIN_1,SBIN_PASS,"-56.90,-111.85"
d751,1,HBIN_1,SBIN_PASS,"-56.90,-107.55"
d752,1,HBIN_1,SBIN_PASS,"-56.90,-103.25"
d753,1,HBIN_1,SBIN_PASS,"-56.90,-98.95"
d754,1,HBIN_1,SBIN_PASS,"-56.90,-94.65"
d755,1,HBIN_1,SBIN_PASS,"-56.90,-90.35"
d756,1,HBIN_1,SBIN_PASS,"-56.90,-86.05"
d757,1,HBIN_1,SBIN_PASS,"-56.90,-81.75"
d758,1,HBIN_1,SBIN_PASS,"-56.90,-77.45"
d759,0,HBIN_2,SBIN_CONT_GND,"-56.90,-73.15"
d760,1,HBIN_1,SBIN_PASS,"-56.90,-68.85"
d761,1,HBIN_1,SBIN_PASS,"-56.90,-64.55"
d762,0,HBIN_3,SBIN_PWR_ERR,"-56.90,-60.25"
d763,0,HBIN_3,SBIN_TIMING_ERR,"-56.90,-55.95"
d764,1,HBIN_1,SBIN_PASS,"-56.90,-51.65"
d765,1,HBIN_1,SBIN_PASS,"-56.90,-47.35"
d766,1,HBIN_1,SBIN_PASS,"-56.90,-43.05"
d767,0,HBIN_2,SBIN_OPEN_PAD,"-56.90,-38.75"
d768,1,HBIN_1,SBIN_PASS,"-56.90,-34.45"
d769,1,HBIN_1,SBIN_PASS,"-56.90,-30.15"
d770,1,HBIN_1,SBIN_PASS,"-56.90,-25.85"
d771,0,HBIN_3,SBIN_TIMING_ERR,"-56.90,-21.55"
d772,1,HBIN_1,SBIN_PASS,"-56.90,-17.25"
d773,1,HBIN_1,SBIN_PASS,"-56.90,-12.95"
d774,1,HBIN_1,SBIN_PASS,"-56.90,-8.65"
d775,1,HBIN_1,SBIN_PASS,"-56.90,-4.35"
d776,1,HBIN_1,SBIN_PASS,"-56.90,-0.05"
d777,1,HBIN_1,SBIN_PASS,"-56.90,4.25"
d778,1,HBIN_1,SBIN_PASS,"-56.90,8.55"
d779,1,HBIN_1,SBIN_PASS,"-56.90,12.85"
d780,1,HBIN_1,SBIN_PASS,"-56.90,17.15"
d781,0,HBIN_4,SBIN_GAIN_LOW,"-56.90,21.45"
d782,1,HBIN_1,SBIN_PASS,"-56.90,25.75"
d783,1,HBIN_1,SBIN_PASS,"-56.90,30.05"
d784,1,HBIN_1,SBIN_PASS,"-56.90,34.35"
d785,1,HBIN_1,SBIN_PASS,"-56.90,38.65"
d786,1,HBIN_1,SBIN_PASS,"-56.90,42.95"
d787,1,HBIN_1,SBIN_PASS,"-56.90,47.25"
d788,1,HBIN_1,SBIN_PASS,"-56.90,51.55"
d789,1,HBIN_1,SBIN_PASS,"-56.90,55.85"
d790,1,HBIN_1,SBIN_PASS,"-56.90,60.15"
d791,1,HBIN_1,SBIN_PASS,"-56.90,64.45"
d792,1,HBIN_1,SBIN_PASS,"-56.90,68.75"
d793,1,HBIN_1,SBIN_PASS,"-56.90,73.05"
d794,1,HBIN_1,SBIN_PASS,"-56.90,77.35"
d795,0,HBIN_2,SBIN_CONT_GND,"-56.90,81.65"
d796,1,HBIN_1,SBIN_PASS,"-56.90,85.95"
d797,1,HBIN_1,SBIN_PASS,"-56.90,90.25"
d798,0,HBIN_2,SBIN_OPEN_PAD,"-56.90,94.55"
d799,1,HBIN_1,SBIN_PASS,"-56.90,98.85"
d800,1,HBIN_1,SBIN_PASS,"-56.90,103.15"
d801,1,HBIN_1,SBIN_PASS,"-56.90,107.45"
d802,0,HBIN_2,SBIN_OPEN_PAD,"-56.90,111.75"
d803,0,HBIN_2,SBIN_CONT_GND,"-56.90,116.05"
d804,1,HBIN_1,SBIN_PASS,"-56.90,120.35"
d805,0,HBIN_2,SBIN_CONT_GND,"-56.90,124.65"
d806,0,HBIN_2,SBIN_PROBE_WEAR,"-56.90,128.95"
d807,0,HBIN_2,SBIN_CONT_GND,"-51.90,-133.35"
d808,1,HBIN_1,SBIN_PASS,"-51.90,-129.05"
d809,0,HBIN_2,SBIN_OPEN_PAD,"-51.90,-124.75"
d810,0,HBIN_2,SBIN_PROBE_WEAR,"-51.90,-120.45"
